Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Christmas From the Heart of the Home,"Can a young woman overcome the tension between her work and home? Meriel Evans has worked for her father's estate agency ever since she left school. While happy there, she knows she must carve a career of her own, so lands a job with Cwm Derw’s Ace Estate Agency. Soon she discovers her new boss, George Dexter, dislikes her father intensely, though she cannot understand why. Just what is at the root of this bitterness? How will it affect Meriel’s prospects? And what are the consequences for her family? An enthralling fourth trip to the house at Badgers Brook, perfect for fans of Freda Lightfoot and Anna Jacobs.",['Grace Thompson'],http://books.google.com/books/content?id=sUiECwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=sUiECwAAQBAJ&pg=PT26&dq=Christmas+From+the+Heart+of+the+Home&hl=&cd=1&source=gbs_api,Canelo,2016-02-08,https://play.google.com/store/books/details?id=sUiECwAAQBAJ&source=gbs_api,['Fiction'],
Bodies Electric,"Jack Whitman is a powerful executive with a massive multimedia conglomerate. He is extremely well-paid, highly ambitious, and desperately lonely since his wife's murder. Then one night on a subway car, his eyes meet those of a woman he cannot forget. Dolores Salcines is a ravaged beauty on the knife edge of despair--a woman on the run with secrets, and good reason to hide them. What she needs is a savior--an impulsive rescue form a dire past. What she has found is a man willing to give it to her. It begins as a reckless liaison. It spirals into a nightmare that threatens Jack's career, his fortune, and his life. A trap has been set. For Jack, the only chance at escape is to submit to the one final dangerous urge that resides in the dark side of every human heart.",['Colin Harrison'],http://books.google.com/books/content?id=dPkV3FiWL30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=dPkV3FiWL30C&printsec=frontcover&dq=Bodies+Electric&hl=&cd=1&source=gbs_api,Picador,2007-04-01,https://play.google.com/store/books/details?id=dPkV3FiWL30C&source=gbs_api,['Fiction'],1.0
Twisted: The collected stories of Jeffery Deaver,"An anthology of short fiction includes ""The Christmas Present,"" a holiday tale featuring Lincoln Rhyme, as well as ""Gone Fishing,"" ""Triangle,"" ""The Kneeling Soldier,"" and ""Without Jonathan.""",['Jeffery Deaver'],http://books.google.com/books/content?id=__kSTI5Z_jsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=__kSTI5Z_jsC&printsec=frontcover&dq=Twisted:+The+collected+stories+of+Jeffery+Deaver&hl=&cd=1&source=gbs_api,Simon and Schuster,2004-11,http://books.google.nl/books?id=__kSTI5Z_jsC&dq=Twisted:+The+collected+stories+of+Jeffery+Deaver&hl=&source=gbs_api,['Fiction'],13.0
AN Empire of Women,"A first novel which is a ""captivating tale of custody, collaboration, and the ferocity with which we sometimes sacrifice loved ones to gain our own ends.""",['Karen Shepard'],http://books.google.com/books/content?id=sVMHXGoAA6kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=sVMHXGoAA6kC&q=AN+Empire+of+Women&dq=AN+Empire+of+Women&hl=&cd=1&source=gbs_api,Wheeler Pub Incorporated,2001,http://books.google.com/books?id=sVMHXGoAA6kC&dq=AN+Empire+of+Women&hl=&source=gbs_api,['Fiction'],
Every Breath You Take,A single night of passion with enigmatic billionaire Mitchell Wyatt draws Kate Donovan into a perilous criminal case when police suspect that Mitchell may have been responsible of the disappearance and possible murder of his own brother.,['Judith McNaught'],http://books.google.com/books/content?id=QOZFDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=QOZFDwAAQBAJ&printsec=frontcover&dq=Every+Breath+You+Take&hl=&cd=1&source=gbs_api,,2006,http://books.google.com/books?id=QOZFDwAAQBAJ&dq=Every+Breath+You+Take&hl=&source=gbs_api,['Fiction'],26.0
Public Speaking Is Not for Wimps,"Your communication and presentation skills will determine your level of success in most professions. Giving perfect presentations can be challenging and sometimes terrifying! If you would like to improve your public speaking and presentation skills, this book is for YOU!",['Kimberly Alyn'],http://books.google.com/books/content?id=FsiRwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=FsiRwQEACAAJ&dq=Public+Speaking+Is+Not+for+Wimps&hl=&cd=1&source=gbs_api,Llumina Press,2003-09,http://books.google.com/books?id=FsiRwQEACAAJ&dq=Public+Speaking+Is+Not+for+Wimps&hl=&source=gbs_api,['Fiction'],
The Zygote Chronicles: A Novel,"In a wry, poignant, and uproarious journal, a thirtysomething woman expecting her first child shares her thoughts about pregnancy and the prospects of motherhood as she chronicles the changes her body, mind, and emotions go through and discusses the changes that pregnancy has on her marriage. By the author of Otherwise Engaged. Reprint.",['Suzanne Finnamore'],http://books.google.com/books/content?id=JS_fs35arZAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=JS_fs35arZAC&printsec=frontcover&dq=The+Zygote+Chronicles:+A+Novel&hl=&cd=1&source=gbs_api,Grove Press,2003-05,http://books.google.com/books?id=JS_fs35arZAC&dq=The+Zygote+Chronicles:+A+Novel&hl=&source=gbs_api,['Fiction'],1.0
"The Mad House (Halloween, Book 3)","Looking to enliven her dull summer vacation, Christine Ray takes a job on a crew filming a documentary at Smith Grove Mental Hospital--where Michael Myers had been locked up for killing his sister fifteen years before escaping. Original.","[""Kelly O'Rourke""]",http://books.google.com/books/content?id=0NQNAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=0NQNAAAACAAJ&dq=The+Mad+House+(Halloween,+Book+3)&hl=&cd=1&source=gbs_api",Boulevard,1998-01,"http://books.google.com/books?id=0NQNAAAACAAJ&dq=The+Mad+House+(Halloween,+Book+3)&hl=&source=gbs_api",['Fiction'],
Little Boy Book,"The third gipping crime thriller in the DCI Anna Tate series. Readers love J. P. Carter: 'What a page turner!' Reader review 'If you're looking for a book that will delight you whilst creeping you out, entertain while keeping you awake NEEDING to know what will happen, then you need this book.' Reader review 'A very fast paced book ... I raced through it in one sitting... I can't wait to see what Anna Tate does next!' Reader review 'Full of suspense with a full cast of well developed characters, the story was engaging and original. Really looking forward to the next book in the series' Reader review 'In Safe Hands, is hard hitting, gripping, suspenseful, chilling... A cat and mouse, race against the clock that felt like a whirlwind... it's such a corker of a read!' Dash Fan Book Reviews 'A totally different book with a different premise to the norm... The story twists and turns and I will certainly be reading the next one in the series' Reader review t felt like a whirlwind... it's such a corker of a read!' Dash Fan Book Reviews 'A totally different book with a different premise to the norm... The story twists and turns and I will certainly be reading the next one in the series' Reader review",['J. P. Carter'],http://books.google.com/books/content?id=Q87swQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Q87swQEACAAJ&dq=Little+Boy+Book&hl=&cd=1&source=gbs_api,Avon Books,2020-01-20,http://books.google.nl/books?id=Q87swQEACAAJ&dq=Little+Boy+Book&hl=&source=gbs_api,['Fiction'],1.0
From Our House,"""From an internationally acclaimed author, a disturbing and addictive novel of domestic suspense where secrets kept hidden from spouses cause shocking surprises that hit home... There's nothing unusual about a new family moving in at 91 Trinity Avenue. Except it's her house. And she didn't sell it. When Fiona Lawson comes home to find strangers moving into her house, she's sure there's been a mistake. She and her estranged husband, Bram, have a modern coparenting arrangement: bird's nest custody, where each parent spends a few nights a week with their two sons at the prized family home to maintain stability for their children. But the system built to protect their family ends up putting them in terrible jeopardy. In a domino effect of crimes and misdemeanors, the nest comes tumbling down. Now Bram has disappeared and so have Fiona's children. As events spiral well beyond her control, Fiona will discover just how many lies her husband was weaving and how little they truly knew each other. But Bram's not the only one with things to hide, and some secrets are best kept to oneself, safe as houses""--",['Louise Candlish'],http://books.google.com/books/content?id=Q9KMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Q9KMDwAAQBAJ&printsec=frontcover&dq=From+Our+House&hl=&cd=1&source=gbs_api,Berkley Books,2019-04-09,http://books.google.com/books?id=Q9KMDwAAQBAJ&dq=From+Our+House&hl=&source=gbs_api,['Fiction'],39.0
Total Abuse,Book Delisted,['Thomas  Drummey'],http://books.google.com/books/content?id=ujJjCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ujJjCwAAQBAJ&printsec=frontcover&dq=Total+Abuse&hl=&cd=1&source=gbs_api,Page Publishing Inc,2020-09-02,http://books.google.com/books?id=ujJjCwAAQBAJ&dq=Total+Abuse&hl=&source=gbs_api,['Fiction'],
Memoirs of an infantry officer,"The second volume in Siegfried Sassoon’s beloved trilogy, The Complete Memoirs of George Sherston, with a new introduction by celebrated historian Paul Fussell A highly decorated English soldier and an acclaimed poet and novelist, Siegfried Sassoon won fame for his trilogy of fictionalized autobiographies that wonderfully capture the vanishing idylls of Edwardian England and the brutal realities of war. The second volume of Siegfried Sassoon's semiautobiographical George Sherston trilogy picks up shortly after Memoirs of a Fox-hunting Man: in 1916, with the young Sherston deep in the trenches of WWI. For his decorated bravery, and also his harmful recklessness, he is soon sent to the Fourth Army School for officer training, then dispatched to Morlancourt, a raid, and on through the Somme. After being wounded by a bullet through the lung, he returns home to convalesce, where his questioning of the war and the British Military establishment leads him to write a public anti-war letter (verbatim the letter Sassoon wrote in 1917, entitled ""Finished with the War: A Soldier’s Declaration"", which was eventually read in the British House of Commons). Through the help of close friend David Cromlech (based on Sassoon's friend Robert Graves) a medical board decides not to prosecute, but instead deem him to be mentally ill, suffering from shell-shock, and sends him to a hospital for treatment. Sassoon's stunning portrayal of a mind coming to terms with the brutal truths he has encountered in war—as well as his unsentimental, though often poetic, portrayal of class-defined life in England at wartime—is amongst the greatest books ever written about World War I, or war itself. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",['Siegfried Sassoon'],http://books.google.com/books/content?id=5p_FJ34srI0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=5p_FJ34srI0C&printsec=frontcover&dq=Memoirs+of+an+infantry+officer&hl=&cd=1&source=gbs_api,Penguin,2013-05-28,https://play.google.com/store/books/details?id=5p_FJ34srI0C&source=gbs_api,['Fiction'],4.0
CITIES OF THE PLAIN.,"The conclusion of the Border trilogy describes the friendship of John Grady Cole and Billy Parham, two cowboys working on a New Mexico ranch in the 1950s",['Cormac McCarthy'],http://books.google.com/books/content?id=8w_LUI1pM3IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=8w_LUI1pM3IC&printsec=frontcover&dq=CITIES+OF+THE+PLAIN.&hl=&cd=1&source=gbs_api,Alfred a Knopf Incorporated,1998,http://books.google.com/books?id=8w_LUI1pM3IC&dq=CITIES+OF+THE+PLAIN.&hl=&source=gbs_api,['Fiction'],9.0
