Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,image_path,main_category,label
Duskin,"Take a fresh look at a well-loved Grace Livingston Hill classic. Secretary Carol Berkley is a woman ahead of her time. When her boss has an accident, she volunteers to go on a business trip for him. It is her chance to prove her worth. . .and save the company from corruption. But as she boards a train bound for Chicago, she inadvertently steps into a dangerous plot. Who can she trust with her knowledge—and her life?",['Grace Livingston Hill'],http://books.google.com/books/content?id=yfACUcQYj1cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=yfACUcQYj1cC&printsec=frontcover&dq=Duskin&hl=&cd=1&source=gbs_api,Barbour Publishing,2013-02-01,https://play.google.com/store/books/details?id=yfACUcQYj1cC&source=gbs_api,['Fiction'],2.0,book_covers/237_Duskin.jpg,Fiction,0
The Gospel of Thomas,"This book explores the fascinating and enigmatic collection of 114 sayings of Jesus, the 'Gospel of Thomas' that was discovered in the sands of Nag Hammadi, Egypt, in the 1940's. Since its discovery, scholars and the public alike have been intrigued to know what the Gospel says and what light it sheds on the formation of early Christianity. Here, DeConick provides a new English translation of the entire Gospel of Thomas, which includes the original 'kernel' of the Gospel and all the sayings. A unique feature of this book is that translations to the parallels of the Gospel are also included.",['April D. DeConick'],http://books.google.com/books/content?id=xO4RBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=xO4RBwAAQBAJ&printsec=frontcover&dq=The+Gospel+of+Thomas&hl=&cd=1&source=gbs_api,Bloomsbury Publishing,2006-06-01,https://play.google.com/store/books/details?id=xO4RBwAAQBAJ&source=gbs_api,['Religion'],,book_covers/477_The_Gospel_of_Thomas.jpg,Religion,2
Wilderness at Dawn: The Settling of the North American Continent,"The Pulitzer Prize-winning author of FDR uses scenes and dialogues from letters, journals, and diaries to recreate the odysseys, adventures, human dramas, and inhuman suffering that shaped American history. 75,000 first printing.",['Ted Morgan'],http://books.google.com/books/content?id=8DJ1AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=8DJ1AAAAMAAJ&q=Wilderness+at+Dawn:+The+Settling+of+the+North+American+Continent&dq=Wilderness+at+Dawn:+The+Settling+of+the+North+American+Continent&hl=&cd=1&source=gbs_api,,1993,http://books.google.nl/books?id=8DJ1AAAAMAAJ&dq=Wilderness+at+Dawn:+The+Settling+of+the+North+American+Continent&hl=&source=gbs_api,['History'],2.0,book_covers/905_Wilderness_at_Dawn__The_Settling_of_the_North_American_Continent.jpg,History,1
Emerging Hope: A Strategy for Reaching Postmodern Generations,"How do we ""do"" church in this era of cynicism? Jimmy Long looks at the connections between postmodernism and the emerging generations--GenXers and millennials--highlighting implications for evangelism and discipleship. Here is a hopeful strategy for ministry that will appeal to a generation starved for belonging.",['Jimmy Long'],http://books.google.com/books/content?id=s5sMiderycMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=s5sMiderycMC&printsec=frontcover&dq=Emerging+Hope:+A+Strategy+for+Reaching+Postmodern+Generations&hl=&cd=1&source=gbs_api,InterVarsity Press,2004-08-18,http://books.google.com/books?id=s5sMiderycMC&dq=Emerging+Hope:+A+Strategy+for+Reaching+Postmodern+Generations&hl=&source=gbs_api,['Religion'],1.0,book_covers/445_Emerging_Hope__A_Strategy_for_Reaching_Postmodern_Generations.jpg,Religion,2
The Source of Magic,"A quest for the source of power threatened to doom the land of Xanth As a ruler of a country steeped in enchantment, King Trent was naturally curious about the source of its magic. It made sense to order Bink, the only one of his subjects immune to supernatural harm, to undertake a quest to discover the wellspring of Xanth’s uniqueness. From the beginning, Bink and his companions, Chester the centaur and Crombie, the soldier transformed into a griffin, were harried by an unseen enemy determined to thwart them. Even the power of Good Magician Humfrey, together with Bink’s protective talent, scarcely saved their lives. Then when Humfrey and Crombie turned against him, all seemed lost. But Bink's ingenuity and luck prevailed, and he reached his goal. The King’s orders had been carried out . . . But the King had not expected Bink’s next act—to destroy utterly the magic of Xanth!",['Piers Anthony'],http://books.google.com/books/content?id=MHL6EGqgHZkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=MHL6EGqgHZkC&printsec=frontcover&dq=The+Source+of+Magic&hl=&cd=1&source=gbs_api,Del Rey,2002-03-26,https://play.google.com/store/books/details?id=MHL6EGqgHZkC&source=gbs_api,['Fiction'],24.0,book_covers/152_The_Source_of_Magic.jpg,Fiction,0
Voice of Reason: Hanan Ashrawi and Peace in the Middle East,"Recounts the story of Hanan Ashrawi, an exceptionally influential woman in the Arab world, the head of a West Bank university, and a principal spokeswoman for the Palestinian cause, who was instrumental in bringing the PLO to the negotiating table. 20,000 first printing.",['Barbara Victor'],http://books.google.com/books/content?id=h-p1xkI2-9IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=h-p1xkI2-9IC&q=Voice+of+Reason:+Hanan+Ashrawi+and+Peace+in+the+Middle+East&dq=Voice+of+Reason:+Hanan+Ashrawi+and+Peace+in+the+Middle+East&hl=&cd=1&source=gbs_api,Harcourt,1994,http://books.google.com/books?id=h-p1xkI2-9IC&dq=Voice+of+Reason:+Hanan+Ashrawi+and+Peace+in+the+Middle+East&hl=&source=gbs_api,['History'],,book_covers/731_Voice_of_Reason__Hanan_Ashrawi_and_Peace_in_the_Middle_East.jpg,History,1
Dead Leaves: Two Years in the Rhodesian War,"It is January, 1978. Groups of nervous, dutiful white conscripts begin their National Service with Rhodesia's security forces. Ian Smith's minority regime is in its dying days and negotiations towards majority rule are already under way. For these inexperienced eighteen-year-olds, there is nothing to do but go on fighting, and hold the line while the transition happens around them. Dead Leaves is a richly textured memoir in which an ordinary troopie grapples with the unique dilemmas presented by an extraordinary period in history - the specters of inner violence and death; the pressurized arrival of manhood; and the place of conscience, friendship and beauty in the pervasive atmosphere of futile warfare.",['Dan Wylie'],http://books.google.com/books/content?id=bK9yAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=bK9yAAAAMAAJ&q=Dead+Leaves:+Two+Years+in+the+Rhodesian+War&dq=Dead+Leaves:+Two+Years+in+the+Rhodesian+War&hl=&cd=1&source=gbs_api,University of Kwazulu Natal Press,2002,http://books.google.com/books?id=bK9yAAAAMAAJ&dq=Dead+Leaves:+Two+Years+in+the+Rhodesian+War&hl=&source=gbs_api,['History'],1.0,book_covers/950_Dead_Leaves__Two_Years_in_the_Rhodesian_War.jpg,History,1
The Jews and Europe: 2000 years of History (A Henry Holt reference book),"Veneration of the Cross plays a major role in Hispanic popular religion. But for the Mozarabs, a Catholic community that traces its roots to the Visigoths and Hispano-Romans of seventh-century Spain, veneration of the Cross--particularly the Lignum Crucis, a relic of the """"True Cross""""--has served to join devotion to Christ with a powerful symbol of religio-ethnic identity and survival in the face of persecution. The Mozarabs (the term may mean """"Arabized"""") of Toledo maintained their Catholic identity through the period of Islamic rule. After the Christian reconquest of Spain and the imposition of uniform Roman liturgical rites, they clung tightly to their own Mozarabic Rite, which is still recognized and celebrated today.","['Gomez-Ruiz, Raul']",http://books.google.com/books/content?id=I4JmAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=I4JmAwAAQBAJ&pg=PT201&dq=The+Jews+and+Europe:+2000+years+of+History+(A+Henry+Holt+reference+book)&hl=&cd=1&source=gbs_api,Orbis Books,2014-04-10,http://books.google.nl/books?id=I4JmAwAAQBAJ&dq=The+Jews+and+Europe:+2000+years+of+History+(A+Henry+Holt+reference+book)&hl=&source=gbs_api,['Religion'],,book_covers/510_The_Jews_and_Europe__2000_years_of_History__A_Henry_Holt_reference_book_.jpg,Religion,2
Daniel (Mastering the Old Testament),"A comprehensive verse-by-verse commentary for lay Bible students, fully highlighted by articles, maps, charts, and illustrations-all in one volume. Clear and Comprehensive: Annotations by leading evangelical scholars don't dodge tough issues; alternative views are presented fairly, but commentators make their positions clear. Attractively Designed: Graphics appeal to the sound-bite generation and others who aren't traditional commentary readers. Interesting and Revealing: Hundreds of feature articles that provide additional information or new perspectives on a topic related to Bible background. Visually Appealing: Maps, drawings, and photos illuminate the commentary and visualize important information.",['Thomas Nelson'],http://books.google.com/books/content?id=rVkt20rhM9wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=rVkt20rhM9wC&pg=PA1799&dq=Daniel+(Mastering+the+Old+Testament)&hl=&cd=1&source=gbs_api,Thomas Nelson,1999-05-13,https://play.google.com/store/books/details?id=rVkt20rhM9wC&source=gbs_api,['Religion'],5.0,book_covers/535_Daniel__Mastering_the_Old_Testament_.jpg,Religion,2
Jung and the Jungians on myth: An introduction (Theorists of myth),"First Published in 2002. Routledge is an imprint of Taylor & Francis, an informa company.",['Steven Walker'],http://books.google.com/books/content?id=VNhQAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=VNhQAwAAQBAJ&printsec=frontcover&dq=Jung+and+the+Jungians+on+myth:+An+introduction+(Theorists+of+myth)&hl=&cd=1&source=gbs_api,Routledge,2014-04-08,https://play.google.com/store/books/details?id=VNhQAwAAQBAJ&source=gbs_api,['Religion'],,book_covers/466_Jung_and_the_Jungians_on_myth__An_introduction__Theorists_of_myth_.jpg,Religion,2
Star Trek: Avenger,"In a follow-up to The Return, Captain Kirk embarks on a desperate quest to find the source of a mysterious virus that may decimate the Federation. Reprint.","['William Shatner', 'Judith Reeves-Stevens', 'Garfield Reeves-Stevens']",http://books.google.com/books/content?id=JyqDTz8V_FYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=JyqDTz8V_FYC&q=Star+Trek:+Avenger&dq=Star+Trek:+Avenger&hl=&cd=1&source=gbs_api,Pocket Books/Star Trek,1998,http://books.google.com/books?id=JyqDTz8V_FYC&dq=Star+Trek:+Avenger&hl=&source=gbs_api,['Fiction'],2.0,book_covers/114_Star_Trek__Avenger.jpg,Fiction,0
"Esau and Jacob,",Accommodates both the cosmopolitan narrative of the Jewish diaspora with traditional Jews and their culture.,['Malachi Haim Hacohen'],http://books.google.com/books/content?id=NlR-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=NlR-DwAAQBAJ&printsec=frontcover&dq=Esau+and+Jacob,&hl=&cd=1&source=gbs_api",Cambridge University Press,2018-12-31,"http://books.google.com/books?id=NlR-DwAAQBAJ&dq=Esau+and+Jacob,&hl=&source=gbs_api",['History'],,book_covers/983_Esau_and_Jacob_.jpg,History,1
Scandal of Empire,"The Scandal of Empire reveals that the conquests and exploitations of the East India Company were critical to England's development in the eighteenth century and beyond. In this powerfully written critique, Nicholas Dirks shows how the empire projected its own scandalous behavior onto India itself. By returning to the moment when the scandal of empire became acceptable, we gain a new understanding of the modern culture of the colonizer and the colonized and the manifold implications for Britain, India, and the world.",['Nicholas B Dirks'],http://books.google.com/books/content?id=xiPd26ngXLkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=xiPd26ngXLkC&printsec=frontcover&dq=Scandal+of+Empire&hl=&cd=1&source=gbs_api,Harvard University Press,2009-06-30,https://play.google.com/store/books/details?id=xiPd26ngXLkC&source=gbs_api,['History'],,book_covers/750_Scandal_of_Empire.jpg,History,1
Gideon's Trumpet,"A history of the landmark case of Clarence Earl Gideon's fight for the right to legal counsel. Notes, table of cases, index. The classic backlist bestseller. More than 800,000 sold since its first pub date of 1964.",['Anthony Lewis'],http://books.google.com/books/content?id=IhDfidRb5wIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=IhDfidRb5wIC&printsec=frontcover&dq=Gideon%27s+Trumpet&hl=&cd=1&source=gbs_api,Vintage,2011-09-14,https://play.google.com/store/books/details?id=IhDfidRb5wIC&source=gbs_api,['History'],8.0,book_covers/727_Gideon_s_Trumpet.jpg,History,1
